name:en_aa,name:en_var,type_var,2014
Nicaragua,Clean energy rural electrification,ind,0.04
Nicaragua,Energy access policies,ind,0.0
Nicaragua,Policy barriers,ind,0.029
Nicaragua,Clean energy installed capacity,ind,0.089
Nicaragua,Growth rate of installed capacity,ind,0.0
Nicaragua,Clean energy electricity generation,ind,0.068
Nicaragua,Growth rate of electricity generation,ind,0.031
Nicaragua,Biofuels production,ind,0.001
Nicaragua,Growth rate biofuels production,ind,0.0
Nicaragua,Average electricity spot prices,ind,0.061
Nicaragua,Average retail electricity prices,ind,0.047
Nicaragua,Average residential electricity prices,ind,0.0
Nicaragua,Average commercial electricity prices,ind,0.0
Nicaragua,Average industrial electricity prices,ind,0.0
Nicaragua,Average kerosene prices,ind,0.0
Nicaragua,Average diesel prices,ind,0.0
Nicaragua,Growth rate of power demand,ind,0.007
Nicaragua,Electrification rate,ind,0.002
Nicaragua,Population using solid fuels for cooking,ind,0.0
Nicaragua,Financing and Investments,param,1.163
Nicaragua,Clean energy investments,ind,0.154
Nicaragua,Growth rate of clean energy investments,ind,0.02
Nicaragua,Asset finance investments,ind,0.0
Nicaragua,Corporate finance investments,ind,0.0
Nicaragua,VC/PE investments,ind,0.0
Nicaragua,"Loans, grants, grant programs",ind,0.018
Nicaragua,Local investments,ind,0.0
Nicaragua,Number of Green MFI,ind,0.089
Nicaragua,Green micro-loans,ind,0.0
Nicaragua,Green micro-borrowers,ind,0.002
Nicaragua,Average cost of green micro debt,ind,0.004
Nicaragua,Average cost of debt,ind,0.036
Nicaragua,Swap rate,ind,0.024
Nicaragua,Value chains,param,1.158
Nicaragua,Financial institutions in clean energy,ind,0.075
Nicaragua,Value chains by clean energy sector,ind,0.099
Nicaragua,Distributed clean energy value chains by sector,ind,0.0
Nicaragua,Clean energy service providers,ind,0.0
Nicaragua,Distributed clean energy service providers,ind,0.0
Nicaragua,GHG management,param,1.611
Nicaragua,Carbon offsets historical activity,ind,0.112
Nicaragua,CDM risk,ind,0.025
Nicaragua,Carbon offsets future potential,ind,0.029
Nicaragua,GHG emissions reduction target,ind,0.0
Nicaragua,GHG country registry,ind,0.0
Nicaragua,GHG market-based instruments,ind,0.0
Nicaragua,PMR & NAMA,ind,0.0
Nicaragua,Voluntary GHG reporting by corporates,ind,0.0
Nicaragua,Investor pressure – PRI signatories,ind,0.0
Nicaragua,Corporate energy efficiency initiatives,ind,0.0
Nicaragua,Corporate emission reduction policies,ind,0.0
Nicaragua,Capacity building – env. business training,ind,0.038
Nicaragua,Capacity building – think tanks,ind,0.038
Nepal,Score,score,1.327
Nepal,Enabling framework,param,1.392
Nepal,Clean energy policies,ind,0.085
Nepal,Power sector structure,ind,0.045
Nepal,Distributed energy regulatory framework,ind,0.047
Nepal,Clean energy rural electrification,ind,0.04
Nepal,Energy access policies,ind,0.056
Nepal,Policy barriers,ind,0.002
Nepal,Clean energy installed capacity,ind,0.116
Nepal,Growth rate of installed capacity,ind,0.0
Nepal,Clean energy electricity generation,ind,0.074
Nepal,Growth rate of electricity generation,ind,0.006
Nepal,Biofuels production,ind,0.0
Nepal,Growth rate biofuels production,ind,0.0
Nepal,Average electricity spot prices,ind,0.0
Nepal,Average retail electricity prices,ind,0.022
Nepal,Average residential electricity prices,ind,0.0
Nepal,Average commercial electricity prices,ind,0.0
Nepal,Average industrial electricity prices,ind,0.0
Nepal,Average kerosene prices,ind,0.027
Nepal,Average diesel prices,ind,0.002
Nepal,Growth rate of power demand,ind,0.016
Nepal,Electrification rate,ind,0.003
Nepal,Population using solid fuels for cooking,ind,0.016
Nepal,Financing and Investments,param,0.556
Nepal,Clean energy investments,ind,0.018
Nepal,Growth rate of clean energy investments,ind,0.0
Nepal,Asset finance investments,ind,0.0
Nepal,Corporate finance investments,ind,0.0
Nepal,VC/PE investments,ind,0.0
Nepal,"Loans, grants, grant programs",ind,0.014
Nepal,Local investments,ind,0.0
Nepal,Number of Green MFI,ind,0.007
Nepal,Green micro-loans,ind,0.0
Nepal,Green micro-borrowers,ind,0.008
Nepal,Average cost of green micro debt,ind,0.009
Nepal,Average cost of debt,ind,0.068
Nepal,Swap rate,ind,0.044
Nepal,Value chains,param,2.653
Nepal,Financial institutions in clean energy,ind,0.12
Nepal,Value chains by clean energy sector,ind,0.02
Nepal,Distributed clean energy value chains by sector,ind,0.112
Nepal,Clean energy service providers,ind,0.06
Nepal,Distributed clean energy service providers,ind,0.086
Nepal,GHG management,param,1.265
Nepal,Carbon offsets historical activity,ind,0.075
Nepal,CDM risk,ind,0.025
Nepal,Carbon offsets future potential,ind,0.015
Nepal,GHG emissions reduction target,ind,0.0
Nepal,GHG country registry,ind,0.0
Nepal,GHG market-based instruments,ind,0.0
Nepal,PMR & NAMA,ind,0.0
Nepal,Voluntary GHG reporting by corporates,ind,0.0
Nepal,Investor pressure – PRI signatories,ind,0.0
Nepal,Corporate energy efficiency initiatives,ind,0.0
Nepal,Corporate emission reduction policies,ind,0.0
Nepal,Capacity building – env. business training,ind,0.038
Nepal,Capacity building – think tanks,ind,0.038
Panama,Score,score,1.112
Panama,Enabling framework,param,1.392
Panama,Clean energy policies,ind,0.153
Panama,Power sector structure,ind,0.153
Panama,Distributed energy regulatory framework,ind,0.0
Panama,Clean energy rural electrification,ind,0.04
Panama,Energy access policies,ind,0.0
Panama,Policy barriers,ind,0.005
Panama,Clean energy installed capacity,ind,0.023
Panama,Growth rate of installed capacity,ind,0.0
Panama,Clean energy electricity generation,ind,0.014
Panama,Growth rate of electricity generation,ind,0.052
Panama,Biofuels production,ind,0.0
Panama,Growth rate biofuels production,ind,0.0
Panama,Average electricity spot prices,ind,0.068
Panama,Average retail electricity prices,ind,0.031
Panama,Average residential electricity prices,ind,0.0
Panama,Average commercial electricity prices,ind,0.0
Panama,Average industrial electricity prices,ind,0.0
Panama,Average kerosene prices,ind,0.0
Panama,Average diesel prices,ind,0.0
Panama,Growth rate of power demand,ind,0.017
Panama,Electrification rate,ind,0.002
Panama,Population using solid fuels for cooking,ind,0.0
Panama,Financing and Investments,param,0.891
Panama,Clean energy investments,ind,0.033
Panama,Growth rate of clean energy investments,ind,0.035
Panama,Asset finance investments,ind,0.0
Panama,Corporate finance investments,ind,0.0
Panama,VC/PE investments,ind,0.0
Panama,"Loans, grants, grant programs",ind,0.001
Panama,Local investments,ind,0.034
Panama,Number of Green MFI,ind,0.0
Panama,Green micro-loans,ind,0.0
Panama,Green micro-borrowers,ind,0.0
Panama,Average cost of green micro debt,ind,0.0
Panama,Average cost of debt,ind,0.164
Panama,Swap rate,ind,0.0
Panama,Value chains,param,1.02
Panama,Financial institutions in clean energy,ind,0.075
Panama,Value chains by clean energy sector,ind,0.059
Panama,Distributed clean energy value chains by sector,ind,0.0
Panama,Clean energy service providers,ind,0.019
Panama,Distributed clean energy service providers,ind,0.0
Panama,GHG management,param,0.912
Panama,Carbon offsets historical activity,ind,0.038
Panama,CDM risk,ind,0.012
Panama,Carbon offsets future potential,ind,0.008
Panama,GHG emissions reduction target,ind,0.0
Panama,GHG country registry,ind,0.0
Panama,GHG market-based instruments,ind,0.0
Panama,PMR & NAMA,ind,0.0
Panama,Voluntary GHG reporting by corporates,ind,0.0
Panama,Investor pressure – PRI signatories,ind,0.0
Panama,Corporate energy efficiency initiatives,ind,0.0
Panama,Corporate emission reduction policies,ind,0.004
Panama,Capacity building – env. business training,ind,0.038
Panama,Capacity building – think tanks,ind,0.038
Peru,Score,score,1.508
Peru,Enabling framework,param,1.398
Peru,Clean energy policies,ind,0.205
Peru,Power sector structure,ind,0.155
Peru,Distributed energy regulatory framework,ind,0.0
Peru,Clean energy rural electrification,ind,0.04
Peru,Energy access policies,ind,0.0
Peru,Policy barriers,ind,0.04
Peru,Clean energy installed capacity,ind,0.022
Peru,Growth rate of installed capacity,ind,0.0
Peru,Clean energy electricity generation,ind,0.014
Peru,Growth rate of electricity generation,ind,0.016
Peru,Biofuels production,ind,0.011
Peru,Growth rate biofuels production,ind,0.0
Peru,Average electricity spot prices,ind,0.01
Peru,Average retail electricity prices,ind,0.02
Peru,Average residential electricity prices,ind,0.0
Peru,Average commercial electricity prices,ind,0.0
Peru,Average industrial electricity prices,ind,0.0
Peru,Average kerosene prices,ind,0.0
Peru,Average diesel prices,ind,0.0
Peru,Growth rate of power demand,ind,0.022
Peru,Electrification rate,ind,0.002
Peru,Population using solid fuels for cooking,ind,0.0
Peru,Financing and Investments,param,0.883
Peru,Clean energy investments,ind,0.018
Peru,Growth rate of clean energy investments,ind,0.069
Peru,Asset finance investments,ind,0.0
Peru,Corporate finance investments,ind,0.0
Peru,VC/PE investments,ind,0.0
Peru,"Loans, grants, grant programs",ind,0.0
Peru,Local investments,ind,0.021
Peru,Number of Green MFI,ind,0.035
Peru,Green micro-loans,ind,0.0
Peru,Green micro-borrowers,ind,0.0
Peru,Average cost of green micro debt,ind,0.004
Peru,Average cost of debt,ind,0.03
Peru,Swap rate,ind,0.088
Peru,Value chains,param,2.046
Peru,Financial institutions in clean energy,ind,0.075
Peru,Value chains by clean energy sector,ind,0.138
Peru,Distributed clean energy value chains by sector,ind,0.0
Peru,Clean energy service providers,ind,0.094
Peru,Distributed clean energy service providers,ind,0.0
Peru,GHG management,param,2.46
Peru,Carbon offsets historical activity,ind,0.112
Peru,CDM risk,ind,0.075
Peru,Carbon offsets future potential,ind,0.018
Peru,GHG emissions reduction target,ind,0.056
Peru,GHG country registry,ind,0.0
Peru,GHG market-based instruments,ind,0.0
Peru,PMR & NAMA,ind,0.009
Peru,Voluntary GHG reporting by corporates,ind,0.017
Peru,Investor pressure – PRI signatories,ind,0.002
Peru,Corporate energy efficiency initiatives,ind,0.002
Peru,Corporate emission reduction policies,ind,0.001
Peru,Capacity building – env. business training,ind,0.038
Peru,Capacity building – think tanks,ind,0.038
Pakistan,Score,score,1.385
Pakistan,Enabling framework,param,1.211
Pakistan,Clean energy policies,ind,0.114
Pakistan,Power sector structure,ind,0.036
Pakistan,Distributed energy regulatory framework,ind,0.064
Pakistan,Clean energy rural electrification,ind,0.04
Pakistan,Energy access policies,ind,0.067
Pakistan,Policy barriers,ind,0.002
Pakistan,Clean energy installed capacity,ind,0.003
Pakistan,Growth rate of installed capacity,ind,0.0
Pakistan,Clean energy electricity generation,ind,0.001
Pakistan,Growth rate of electricity generation,ind,0.062
Pakistan,Biofuels production,ind,0.0
Pakistan,Growth rate biofuels production,ind,0.0
Pakistan,Average electricity spot prices,ind,0.0
Pakistan,Average retail electricity prices,ind,0.035
Pakistan,Average residential electricity prices,ind,0.0
Pakistan,Average commercial electricity prices,ind,0.0
Pakistan,Average industrial electricity prices,ind,0.0
Pakistan,Average kerosene prices,ind,0.026
Pakistan,Average diesel prices,ind,0.014
Pakistan,Growth rate of power demand,ind,0.003
Pakistan,Electrification rate,ind,0.003
Pakistan,Population using solid fuels for cooking,ind,0.013
Pakistan,Financing and Investments,param,0.453
Pakistan,Clean energy investments,ind,0.012
Pakistan,Growth rate of clean energy investments,ind,0.024
Pakistan,Asset finance investments,ind,0.0
Pakistan,Corporate finance investments,ind,0.0
Pakistan,VC/PE investments,ind,0.0
Pakistan,"Loans, grants, grant programs",ind,0.0
Pakistan,Local investments,ind,0.006
Pakistan,Number of Green MFI,ind,0.007
Pakistan,Green micro-loans,ind,0.0
Pakistan,Green micro-borrowers,ind,0.0
Pakistan,Average cost of green micro debt,ind,0.004
Pakistan,Average cost of debt,ind,0.045
Pakistan,Swap rate,ind,0.037
Pakistan,Value chains,param,4.131
Pakistan,Financial institutions in clean energy,ind,0.15
Pakistan,Value chains by clean energy sector,ind,0.071
Pakistan,Distributed clean energy value chains by sector,ind,0.15
Pakistan,Clean energy service providers,ind,0.12
Pakistan,Distributed clean energy service providers,ind,0.129
Pakistan,GHG management,param,0.81
Pakistan,Carbon offsets historical activity,ind,0.038
Pakistan,CDM risk,ind,0.012
Pakistan,Carbon offsets future potential,ind,0.01
Pakistan,GHG emissions reduction target,ind,0.0
Pakistan,GHG country registry,ind,0.0
Pakistan,GHG market-based instruments,ind,0.0
Pakistan,PMR & NAMA,ind,0.009
Pakistan,Voluntary GHG reporting by corporates,ind,0.002
Pakistan,Investor pressure – PRI signatories,ind,0.0
Pakistan,Corporate energy efficiency initiatives,ind,0.008
Pakistan,Corporate emission reduction policies,ind,0.005
Pakistan,Capacity building – env. business training,ind,0.0
Pakistan,Capacity building – think tanks,ind,0.038
Paraguay,Score,score,0.59
Paraguay,Enabling framework,param,0.668
Paraguay,Clean energy policies,ind,0.037
Paraguay,Power sector structure,ind,0.07
Paraguay,Distributed energy regulatory framework,ind,0.0
Paraguay,Clean energy rural electrification,ind,0.04
Paraguay,Energy access policies,ind,0.0
Paraguay,Policy barriers,ind,0.015
Paraguay,Clean energy installed capacity,ind,0.0
Paraguay,Growth rate of installed capacity,ind,0.0
Paraguay,Clean energy electricity generation,ind,0.0
Paraguay,Growth rate of electricity generation,ind,0.0
Paraguay,Biofuels production,ind,0.022
Paraguay,Growth rate biofuels production,ind,0.048
Paraguay,Average electricity spot prices,ind,0.0
Paraguay,Average retail electricity prices,ind,0.027
Paraguay,Average residential electricity prices,ind,0.0
Paraguay,Average commercial electricity prices,ind,0.0
Paraguay,Average industrial electricity prices,ind,0.0
Paraguay,Average kerosene prices,ind,0.0
Paraguay,Average diesel prices,ind,0.0
Paraguay,Growth rate of power demand,ind,0.007
Paraguay,Electrification rate,ind,0.002
Paraguay,Population using solid fuels for cooking,ind,0.0
Paraguay,Financing and Investments,param,0.347
Paraguay,Clean energy investments,ind,0.008
Paraguay,Growth rate of clean energy investments,ind,0.0
Paraguay,Asset finance investments,ind,0.0
Paraguay,Corporate finance investments,ind,0.0
Paraguay,VC/PE investments,ind,0.0
Paraguay,"Loans, grants, grant programs",ind,0.0
Paraguay,Local investments,ind,0.0
Paraguay,Number of Green MFI,ind,0.011
Paraguay,Green micro-loans,ind,0.0
Paraguay,Green micro-borrowers,ind,0.0
Paraguay,Average cost of green micro debt,ind,0.005
Paraguay,Average cost of debt,ind,0.028
Paraguay,Swap rate,ind,0.052
Paraguay,Value chains,param,0.197
Paraguay,Financial institutions in clean energy,ind,0.0
Paraguay,Value chains by clean energy sector,ind,0.03
Paraguay,Distributed clean energy value chains by sector,ind,0.0
Paraguay,Clean energy service providers,ind,0.0
Paraguay,Distributed clean energy service providers,ind,0.0
Paraguay,GHG management,param,1.264
Paraguay,Carbon offsets historical activity,ind,0.038
Paraguay,CDM risk,ind,0.05
Paraguay,Carbon offsets future potential,ind,0.027
Paraguay,GHG emissions reduction target,ind,0.0
Paraguay,GHG country registry,ind,0.0
Paraguay,GHG market-based instruments,ind,0.0
Paraguay,PMR & NAMA,ind,0.0
Paraguay,Voluntary GHG reporting by corporates,ind,0.0
Paraguay,Investor pressure – PRI signatories,ind,0.0
Paraguay,Corporate energy efficiency initiatives,ind,0.0
Paraguay,Corporate emission reduction policies,ind,0.0
Paraguay,Capacity building – env. business training,ind,0.038
Paraguay,Capacity building – think tanks,ind,0.038
Rwanda,Score,score,1.154
Rwanda,Enabling framework,param,1.721
Rwanda,Clean energy policies,ind,0.089
Rwanda,Power sector structure,ind,0.053
Rwanda,Distributed energy regulatory framework,ind,0.044
Rwanda,Clean energy rural electrification,ind,0.04
Rwanda,Energy access policies,ind,0.056
Rwanda,Policy barriers,ind,0.02
Rwanda,Clean energy installed capacity,ind,0.157
Rwanda,Growth rate of installed capacity,ind,0.0
Rwanda,Clean energy electricity generation,ind,0.083
Rwanda,Growth rate of electricity generation,ind,0.0
Rwanda,Biofuels production,ind,0.0
Rwanda,Growth rate biofuels production,ind,0.0
Rwanda,Average electricity spot prices,ind,0.0
Rwanda,Average retail electricity prices,ind,0.053
Rwanda,Average residential electricity prices,ind,0.0
Rwanda,Average commercial electricity prices,ind,0.0
Rwanda,Average industrial electricity prices,ind,0.0
Rwanda,Average kerosene prices,ind,0.03
Rwanda,Average diesel prices,ind,0.023
Rwanda,Growth rate of power demand,ind,0.009
Rwanda,Electrification rate,ind,0.011
Rwanda,Population using solid fuels for cooking,ind,0.02
Rwanda,Financing and Investments,param,0.434
Rwanda,Clean energy investments,ind,0.051
Rwanda,Growth rate of clean energy investments,ind,0.026
Rwanda,Asset finance investments,ind,0.0
Rwanda,Corporate finance investments,ind,0.0
Rwanda,VC/PE investments,ind,0.0
Rwanda,"Loans, grants, grant programs",ind,0.0
Rwanda,Local investments,ind,0.0
Rwanda,Number of Green MFI,ind,0.0
Rwanda,Green micro-loans,ind,0.0
Rwanda,Green micro-borrowers,ind,0.0
Rwanda,Average cost of green micro debt,ind,0.0
Rwanda,Average cost of debt,ind,0.032
Rwanda,Swap rate,ind,0.02
Rwanda,Value chains,param,1.855
Rwanda,Financial institutions in clean energy,ind,0.0
Rwanda,Value chains by clean energy sector,ind,0.047
Rwanda,Distributed clean energy value chains by sector,ind,0.094
Rwanda,Clean energy service providers,ind,0.03
Rwanda,Distributed clean energy service providers,ind,0.107
Rwanda,GHG management,param,0.667
Rwanda,Carbon offsets historical activity,ind,0.038
Rwanda,CDM risk,ind,0.062
Rwanda,Carbon offsets future potential,ind,0.0
Rwanda,GHG emissions reduction target,ind,0.0
Rwanda,GHG country registry,ind,0.0
Rwanda,GHG market-based instruments,ind,0.0
Rwanda,PMR & NAMA,ind,0.0
Rwanda,Voluntary GHG reporting by corporates,ind,0.0
Rwanda,Investor pressure – PRI signatories,ind,0.0
Rwanda,Corporate energy efficiency initiatives,ind,0.0
Rwanda,Corporate emission reduction policies,ind,0.0
Rwanda,Capacity building – env. business training,ind,0.0
Rwanda,Capacity building – think tanks,ind,0.0
Sierra Leone,Score,score,0.736
Sierra Leone,Enabling framework,param,0.984
Sierra Leone,Clean energy policies,ind,0.0
Sierra Leone,Power sector structure,ind,0.032
Sierra Leone,Distributed energy regulatory framework,ind,0.013
Sierra Leone,Clean energy rural electrification,ind,0.04
Sierra Leone,Energy access policies,ind,0.042
Sierra Leone,Policy barriers,ind,0.002
Sierra Leone,Clean energy installed capacity,ind,0.089
Sierra Leone,Growth rate of installed capacity,ind,0.0
Sierra Leone,Clean energy electricity generation,ind,0.032
Sierra Leone,Growth rate of electricity generation,ind,0.0
Sierra Leone,Biofuels production,ind,0.0
Sierra Leone,Growth rate biofuels production,ind,0.0
Sierra Leone,Average electricity spot prices,ind,0.0
Sierra Leone,Average retail electricity prices,ind,0.061
Sierra Leone,Average residential electricity prices,ind,0.0
Sierra Leone,Average commercial electricity prices,ind,0.0
Sierra Leone,Average industrial electricity prices,ind,0.0
Sierra Leone,Average kerosene prices,ind,0.026
Sierra Leone,Average diesel prices,ind,0.015
Sierra Leone,Growth rate of power demand,ind,0.0
Sierra Leone,Electrification rate,ind,0.021
Sierra Leone,Population using solid fuels for cooking,ind,0.02
Sierra Leone,Financing and Investments,param,0.575
Sierra Leone,Clean energy investments,ind,0.097
Sierra Leone,Growth rate of clean energy investments,ind,0.0
Sierra Leone,Asset finance investments,ind,0.0
Sierra Leone,Corporate finance investments,ind,0.0
Sierra Leone,VC/PE investments,ind,0.0
Sierra Leone,"Loans, grants, grant programs",ind,0.005
Sierra Leone,Local investments,ind,0.0
Sierra Leone,Number of Green MFI,ind,0.0
Sierra Leone,Green micro-loans,ind,0.0
Sierra Leone,Green micro-borrowers,ind,0.0
Sierra Leone,Average cost of green micro debt,ind,0.0
Sierra Leone,Average cost of debt,ind,0.026
Sierra Leone,Swap rate,ind,0.044
Sierra Leone,Value chains,param,0.913
Sierra Leone,Financial institutions in clean energy,ind,0.03
Sierra Leone,Value chains by clean energy sector,ind,0.028
Sierra Leone,Distributed clean energy value chains by sector,ind,0.0
Sierra Leone,Clean energy service providers,ind,0.015
Sierra Leone,Distributed clean energy service providers,ind,0.064
Sierra Leone,GHG management,param,0.265
Sierra Leone,Carbon offsets historical activity,ind,0.0
Sierra Leone,CDM risk,ind,0.038
Sierra Leone,Carbon offsets future potential,ind,0.002
Sierra Leone,GHG emissions reduction target,ind,0.0
Sierra Leone,GHG country registry,ind,0.0
Sierra Leone,GHG market-based instruments,ind,0.0
Sierra Leone,PMR & NAMA,ind,0.0
Sierra Leone,Voluntary GHG reporting by corporates,ind,0.0
Sierra Leone,Investor pressure – PRI signatories,ind,0.0
Sierra Leone,Corporate energy efficiency initiatives,ind,0.0
Sierra Leone,Corporate emission reduction policies,ind,0.0
Sierra Leone,Capacity building – env. business training,ind,0.0
Sierra Leone,Capacity building – think tanks,ind,0.0
Senegal,Score,score,1.06
Senegal,Enabling framework,param,1.153
Senegal,Clean energy policies,ind,0.091
Senegal,Power sector structure,ind,0.059
Senegal,Distributed energy regulatory framework,ind,0.067
Senegal,Clean energy rural electrification,ind,0.04
Senegal,Energy access policies,ind,0.07
Senegal,Policy barriers,ind,0.003
Senegal,Clean energy installed capacity,ind,0.0
Senegal,Growth rate of installed capacity,ind,0.0
Senegal,Clean energy electricity generation,ind,0.0
Senegal,Growth rate of electricity generation,ind,0.0
Senegal,Biofuels production,ind,0.001
Senegal,Growth rate biofuels production,ind,0.0
Senegal,Average electricity spot prices,ind,0.0
Senegal,Average retail electricity prices,ind,0.056
Senegal,Average residential electricity prices,ind,0.0
Senegal,Average commercial electricity prices,ind,0.0
Senegal,Average industrial electricity prices,ind,0.0
Senegal,Average kerosene prices,ind,0.031
Senegal,Average diesel prices,ind,0.023
Senegal,Growth rate of power demand,ind,0.002
Senegal,Electrification rate,ind,0.007
Senegal,Population using solid fuels for cooking,ind,0.011
Senegal,Financing and Investments,param,0.139
Senegal,Clean energy investments,ind,0.018
Senegal,Growth rate of clean energy investments,ind,0.0
Senegal,Asset finance investments,ind,0.0
Senegal,Corporate finance investments,ind,0.0
Senegal,VC/PE investments,ind,0.0
Senegal,"Loans, grants, grant programs",ind,0.012
Senegal,Local investments,ind,0.0
Senegal,Number of Green MFI,ind,0.006
Senegal,Green micro-loans,ind,0.0
Senegal,Green micro-borrowers,ind,0.0
Senegal,Average cost of green micro debt,ind,0.005
Senegal,Average cost of debt,ind,0.0
Senegal,Swap rate,ind,0.0
Senegal,Value chains,param,2.158
Senegal,Financial institutions in clean energy,ind,0.06
Senegal,Value chains by clean energy sector,ind,0.036
Senegal,Distributed clean energy value chains by sector,ind,0.075
Senegal,Clean energy service providers,ind,0.068
Senegal,Distributed clean energy service providers,ind,0.086
Senegal,GHG management,param,0.441
Senegal,Carbon offsets historical activity,ind,0.038
Senegal,CDM risk,ind,0.012
Senegal,Carbon offsets future potential,ind,0.016
Senegal,GHG emissions reduction target,ind,0.0
Senegal,GHG country registry,ind,0.0
Senegal,GHG market-based instruments,ind,0.0
Senegal,PMR & NAMA,ind,0.0
Senegal,Voluntary GHG reporting by corporates,ind,0.0
Senegal,Investor pressure – PRI signatories,ind,0.0
Senegal,Corporate energy efficiency initiatives,ind,0.0
Senegal,Corporate emission reduction policies,ind,0.0
Senegal,Capacity building – env. business training,ind,0.0
Senegal,Capacity building – think tanks,ind,0.0
Suriname,Score,score,0.303
Suriname,Enabling framework,param,0.218
Suriname,Clean energy policies,ind,0.0
Suriname,Power sector structure,ind,0.06
Suriname,Distributed energy regulatory framework,ind,0.0
Suriname,Clean energy rural electrification,ind,0.0
Suriname,Energy access policies,ind,0.0
Suriname,Policy barriers,ind,0.004
Suriname,Clean energy installed capacity,ind,0.004
Suriname,Growth rate of installed capacity,ind,0.0
Suriname,Clean energy electricity generation,ind,0.0
Suriname,Growth rate of electricity generation,ind,0.0
Suriname,Biofuels production,ind,0.0
Suriname,Growth rate biofuels production,ind,0.0
Suriname,Average electricity spot prices,ind,0.0
Suriname,Average retail electricity prices,ind,0.017
Suriname,Average residential electricity prices,ind,0.0
Suriname,Average commercial electricity prices,ind,0.0
Suriname,Average industrial electricity prices,ind,0.0
Suriname,Average kerosene prices,ind,0.0
Suriname,Average diesel prices,ind,0.0
Suriname,Growth rate of power demand,ind,0.0
Suriname,Electrification rate,ind,0.002
Suriname,Population using solid fuels for cooking,ind,0.0
Suriname,Financing and Investments,param,0.466
Suriname,Clean energy investments,ind,0.0
Suriname,Growth rate of clean energy investments,ind,0.0
Suriname,Asset finance investments,ind,0.0
Suriname,Corporate finance investments,ind,0.0
Suriname,VC/PE investments,ind,0.0
Suriname,"Loans, grants, grant programs",ind,0.06
Suriname,Local investments,ind,0.0
Suriname,Number of Green MFI,ind,0.0
Suriname,Green micro-loans,ind,0.0
Suriname,Green micro-borrowers,ind,0.0
Suriname,Average cost of green micro debt,ind,0.0
Suriname,Average cost of debt,ind,0.045
Suriname,Swap rate,ind,0.035
Suriname,Value chains,param,0.197
Suriname,Financial institutions in clean energy,ind,0.0
Suriname,Value chains by clean energy sector,ind,0.03
Suriname,Distributed clean energy value chains by sector,ind,0.0
Suriname,Clean energy service providers,ind,0.0
Suriname,Distributed clean energy service providers,ind,0.0
Suriname,GHG management,param,0.334
Suriname,Carbon offsets historical activity,ind,0.0
Suriname,CDM risk,ind,0.012
Suriname,Carbon offsets future potential,ind,0.0
Suriname,GHG emissions reduction target,ind,0.0
Suriname,GHG country registry,ind,0.0
Suriname,GHG market-based instruments,ind,0.0
Suriname,PMR & NAMA,ind,0.0
Suriname,Voluntary GHG reporting by corporates,ind,0.0
Suriname,Investor pressure – PRI signatories,ind,0.0
Suriname,Corporate energy efficiency initiatives,ind,0.0
Suriname,Corporate emission reduction policies,ind,0.0
Suriname,Capacity building – env. business training,ind,0.038
Suriname,Capacity building – think tanks,ind,0.0
El Salvador,Score,score,1.117
El Salvador,Enabling framework,param,1.33
El Salvador,Clean energy policies,ind,0.059
El Salvador,Power sector structure,ind,0.164
El Salvador,Distributed energy regulatory framework,ind,0.0
El Salvador,Clean energy rural electrification,ind,0.04
El Salvador,Energy access policies,ind,0.0
El Salvador,Policy barriers,ind,0.029
El Salvador,Clean energy installed capacity,ind,0.063
El Salvador,Growth rate of installed capacity,ind,0.0
El Salvador,Clean energy electricity generation,ind,0.049
El Salvador,Growth rate of electricity generation,ind,0.005
El Salvador,Biofuels production,ind,0.0
El Salvador,Growth rate biofuels production,ind,0.0
El Salvador,Average electricity spot prices,ind,0.067
El Salvador,Average retail electricity prices,ind,0.043
El Salvador,Average residential electricity prices,ind,0.0
El Salvador,Average commercial electricity prices,ind,0.0
El Salvador,Average industrial electricity prices,ind,0.0
El Salvador,Average kerosene prices,ind,0.0
El Salvador,Average diesel prices,ind,0.0
El Salvador,Growth rate of power demand,ind,0.012
El Salvador,Electrification rate,ind,0.002
El Salvador,Population using solid fuels for cooking,ind,0.0
El Salvador,Financing and Investments,param,1.124
El Salvador,Clean energy investments,ind,0.011
El Salvador,Growth rate of clean energy investments,ind,0.063
El Salvador,Asset finance investments,ind,0.0
El Salvador,Corporate finance investments,ind,0.0
El Salvador,VC/PE investments,ind,0.0
El Salvador,"Loans, grants, grant programs",ind,0.004
El Salvador,Local investments,ind,0.013
El Salvador,Number of Green MFI,ind,0.063
El Salvador,Green micro-loans,ind,0.0
El Salvador,Green micro-borrowers,ind,0.002
El Salvador,Average cost of green micro debt,ind,0.006
El Salvador,Average cost of debt,ind,0.0
El Salvador,Swap rate,ind,0.175
El Salvador,Value chains,param,0.836
El Salvador,Financial institutions in clean energy,ind,0.038
El Salvador,Value chains by clean energy sector,ind,0.069
El Salvador,Distributed clean energy value chains by sector,ind,0.0
El Salvador,Clean energy service providers,ind,0.019
El Salvador,Distributed clean energy service providers,ind,0.0
El Salvador,GHG management,param,0.852
El Salvador,Carbon offsets historical activity,ind,0.0
El Salvador,CDM risk,ind,0.038
El Salvador,Carbon offsets future potential,ind,0.015
El Salvador,GHG emissions reduction target,ind,0.0
El Salvador,GHG country registry,ind,0.0
El Salvador,GHG market-based instruments,ind,0.0
El Salvador,PMR & NAMA,ind,0.0
